bc;prob
730.5;0.000022372
735.5;0.000022372
740.5;0.00003194
745.5;0.00005079
750.5;0.00008594
755.5;0.0001142
760.5;0.00010368
765.5;0.00006788
770.5;0.00003344
775.5;0.000010989
780.5;0.0000021557
785.5;0.0000007624
790.5;0.0000015773
795.5;0.000003418
800.5;0.000003286
805.5;0.0000021557
810.5;0.0000014722
815.5;0.0000012093
820.5;0.0000012093
825.5;0.0000010516
830.5;0.000000815
835.5;0.0000007624
840.5;0.0000010516
845.5;0.0000013933
850.5;0.0000014985
855.5;0.0000013933
860.5;0.0000011304
865.5;0.0000009201
870.5;0.0000007624
875.5;0.0000005784
880.5;0.0000003943
885.5;0.00000018402
890.5;0.00000005258
895.5;0
900.5;0
905.5;0
